20082D-11-01_S0_L001_megahit_output_virsorter_k141_856053||full_len:23284	gnl|BL_ORD_ID|237108 YP_009873893.1 |beta-glucosyl-HMC-alpha-glucosyltransferase [Tenacibaculum phage PTm1]	 score  :276.0	 e_val  :3.86851e-23	 q_start  :17734	 q_end  :18618	 s_start  :105	 s_end  :399	 align_len  :311
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|343988 YP_009592458.1 |terminase large subunit [Enterococcus phage VD13]	 score  :200.0	 e_val  :1.48755e-14	 q_start  :25100	 q_end  :25756	 s_start  :31	 s_end  :266	 align_len  :237
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|188160 YP_010054022.1 |terminase large subunit [Salmonella phage vB_Se_STGO-35-1]	 score  :207.0	 e_val  :1.56958e-14	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :467	 align_len  :396
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|188313 YP_010054175.1 |terminase large subunit [Escherichia phage vB_EcoS_swi2]	 score  :206.0	 e_val  :2.06203e-14	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :467	 align_len  :396
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|172909 YP_010079686.1 |terminase large subunit [Staphylococcus phage SAP33]	 score  :204.0	 e_val  :3.30792e-14	 q_start  :25100	 q_end  :26155	 s_start  :26	 s_end  :403	 align_len  :382
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|67249 YP_010685894.1 |large terminase subunit [Klebsiella phage BUCT610]	 score  :204.0	 e_val  :3.96641e-14	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :466	 align_len  :394
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|593319 YP_007010972.1 |terminase large subunit [Salmonella phage SPN3UB]	 score  :203.0	 e_val  :4.14636e-14	 q_start  :25115	 q_end  :26155	 s_start  :28	 s_end  :415	 align_len  :401
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|584897 YP_007236598.1 |TerL [Staphylococcus phage StB27]	 score  :201.0	 e_val  :5.23682e-14	 q_start  :25292	 q_end  :26155	 s_start  :42	 s_end  :352	 align_len  :314
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|559938 YP_008126204.1 |large terminase subunit [Vibrio phage pYD38-A]	 score  :205.0	 e_val  :8.06348e-14	 q_start  :25316	 q_end  :26191	 s_start  :502	 s_end  :832	 align_len  :331
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|366140 YP_009614610.1 |terminase [Aeromonas phage pIS4-A]	 score  :205.0	 e_val  :8.06348e-14	 q_start  :25316	 q_end  :26191	 s_start  :502	 s_end  :832	 align_len  :331
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|86360 YP_010657398.1 |large terminase subunit [Salmonella phage vB_SalS-LPSTLL]	 score  :201.0	 e_val  :8.90342e-14	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :466	 align_len  :394
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|617460 YP_004421726.1 |major capsid protein [Synechococcus phage S-CBS3]	 score  :204.0	 e_val  :9.77224e-14	 q_start  :11850	 q_end  :12179	 s_start  :8	 s_end  :116	 align_len  :110
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|188471 YP_010054333.1 |terminase large subunit [Escherichia phage C1]	 score  :201.0	 e_val  :1.0613e-13	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :466	 align_len  :394
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|66391 YP_010685036.1 |terminase large subunit [Flyfo siphovirus Tbat1_6]	 score  :200.0	 e_val  :1.35229e-13	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :467	 align_len  :395
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|428561 YP_009275505.1 |terminase large subunit [Pseudomonas phage JBD44]	 score  :198.0	 e_val  :1.63011e-13	 q_start  :25085	 q_end  :26176	 s_start  :16	 s_end  :404	 align_len  :401
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|46110 YP_010773559.1 |terminase [Pseudomonas phage BUCT566]	 score  :198.0	 e_val  :1.63011e-13	 q_start  :25085	 q_end  :26176	 s_start  :16	 s_end  :404	 align_len  :401
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|46013 YP_010773462.1 |terminase large subunit [Pseudomonas phage vB_Pae_LC3I3]	 score  :198.0	 e_val  :1.63011e-13	 q_start  :25085	 q_end  :26176	 s_start  :16	 s_end  :404	 align_len  :401
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|66861 YP_010685506.1 |terminase large subunit [Klebsiella phage vB_Kpn_ZCKp20p]	 score  :199.0	 e_val  :1.83838e-13	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :467	 align_len  :395
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|66678 YP_010685323.1 |large terminase subunit [Klebsiella phage vB_KpnS_MK54]	 score  :198.0	 e_val  :2.26909e-13	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :467	 align_len  :395
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|618120 YP_004301534.1 |gp2 [Brochothrix phage BL3]	 score  :199.0	 e_val  :2.28794e-13	 q_start  :25109	 q_end  :26131	 s_start  :32	 s_end  :401	 align_len  :377
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|107573 YP_010644313.1 |terminase large subunit [Bacillus phage 000TH010]	 score  :196.0	 e_val  :2.97119e-13	 q_start  :25310	 q_end  :26158	 s_start  :98	 s_end  :408	 align_len  :316
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|655299 YP_001468781.1 |ParB N-terminal domain-containing protein [Listeria phage B054]	 score  :196.0	 e_val  :3.21482e-13	 q_start  :24207	 q_end  :24518	 s_start  :1	 s_end  :104	 align_len  :107
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|269332 YP_009845504.1 |DNA methyltransferase [Bacillus phage vB_BtS_B83]	 score  :195.0	 e_val  :3.75978e-13	 q_start  :24207	 q_end  :24572	 s_start  :1	 s_end  :129	 align_len  :132
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|187765 YP_010053627.1 |terminase large subunit [Salmonella phage SeSz-2]	 score  :195.0	 e_val  :4.75596e-13	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :466	 align_len  :394
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|174815 YP_010081593.1 |PBSX family terminase large subunit [Staphylococcus phage phiSP44-1]	 score  :194.0	 e_val  :4.90182e-13	 q_start  :25100	 q_end  :26176	 s_start  :26	 s_end  :406	 align_len  :387
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|574932 YP_007673463.1 |hypothetical protein CGPG_00082 [Cellulophaga phage phiST]	 score  :196.0	 e_val  :6.60748e-13	 q_start  :4276	 q_end  :4551	 s_start  :312	 s_end  :403	 align_len  :92
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|633690 YP_003358852.1 |ParB N-terminal domain-containing protein [Enterococcus phage phiEf11]	 score  :181.0	 e_val  :6.74959e-13	 q_start  :24207	 q_end  :24593	 s_start  :1	 s_end  :134	 align_len  :137
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|67026 YP_010685671.1 |large terminase subunit [Klebsiella phage ZCKP2]	 score  :194.0	 e_val  :7.61809e-13	 q_start  :25118	 q_end  :26191	 s_start  :89	 s_end  :473	 align_len  :395
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|67408 YP_010686053.1 |terminase large subunit [Klebsiella phage 6991]	 score  :193.0	 e_val  :8.22531e-13	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :467	 align_len  :395
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|481679 YP_009145869.1 |putative terminase protein large subunit [Rhizobium phage RHEph06]	 score  :193.0	 e_val  :1.00309e-12	 q_start  :25316	 q_end  :26188	 s_start  :113	 s_end  :464	 align_len  :353
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|349981 YP_009598451.1 |putative terminase protein large subunit [Rhizobium phage RHEph04]	 score  :193.0	 e_val  :1.00309e-12	 q_start  :25316	 q_end  :26188	 s_start  :113	 s_end  :464	 align_len  :353
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|405122 YP_009325233.1 |replication initiation protein [Flavobacterium phage Fpv11]	 score  :184.0	 e_val  :1.65583e-12	 q_start  :20609	 q_end  :20959	 s_start  :5	 s_end  :122	 align_len  :118
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|404434 YP_009324545.1 |replication initiation protein [Flavobacterium phage Fpv6]	 score  :184.0	 e_val  :1.65583e-12	 q_start  :20609	 q_end  :20959	 s_start  :5	 s_end  :122	 align_len  :118
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|403582 YP_009323693.1 |replication initiation protein [Flavobacterium phage Fpv10]	 score  :184.0	 e_val  :1.65583e-12	 q_start  :20609	 q_end  :20959	 s_start  :5	 s_end  :122	 align_len  :118
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|402288 YP_009322399.1 |replication initiation protein [Flavobacterium phage Fpv5]	 score  :184.0	 e_val  :1.65583e-12	 q_start  :20609	 q_end  :20959	 s_start  :5	 s_end  :122	 align_len  :118
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|402182 YP_009322293.1 |replication initiation protein [Flavobacterium phage Fpv8]	 score  :184.0	 e_val  :1.65583e-12	 q_start  :20609	 q_end  :20959	 s_start  :5	 s_end  :122	 align_len  :118
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|401116 YP_009321227.1 |replication initiation protein [Flavobacterium phage Fpv7]	 score  :184.0	 e_val  :1.65583e-12	 q_start  :20609	 q_end  :20959	 s_start  :5	 s_end  :122	 align_len  :118
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|491364 YP_009140389.1 |putative terminase large subunit [Lactococcus phage 1358]	 score  :189.0	 e_val  :2.47349e-12	 q_start  :25115	 q_end  :26158	 s_start  :52	 s_end  :441	 align_len  :404
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|691292 NP_795632.1 |putative terminase large subunit [Streptococcus phage 315.5]	 score  :182.0	 e_val  :2.94497e-12	 q_start  :25484	 q_end  :26173	 s_start  :20	 s_end  :259	 align_len  :245
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|187580 YP_010053442.1 |terminase large subunit [Salmonella phage Segz_1]	 score  :190.0	 e_val  :3.83742e-12	 q_start  :25316	 q_end  :26191	 s_start  :502	 s_end  :832	 align_len  :331
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|67143 YP_010685788.1 |terminase large subunit [Klebsiella phage VLCpiS13a]	 score  :184.0	 e_val  :9.91796e-12	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :469	 align_len  :397
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|562978 YP_008060500.1 |peptidase M15 [Burkholderia phage ST79]	 score  :170.0	 e_val  :1.01303e-11	 q_start  :16448	 q_end  :16816	 s_start  :1	 s_end  :120	 align_len  :123
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|441435 YP_009193979.1 |PBSX family terminase large subunit [Bacillus phage vB_BtS_BMBtp3]	 score  :183.0	 e_val  :1.18812e-11	 q_start  :25394	 q_end  :26170	 s_start  :134	 s_end  :404	 align_len  :273
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|105434 YP_010676472.1 |putative terminase large subunit [Carnobacterium phage cd4]	 score  :177.0	 e_val  :1.54696e-11	 q_start  :25106	 q_end  :25681	 s_start  :32	 s_end  :239	 align_len  :209
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|105324 YP_010676362.1 |putative terminase large subunit [Carnobacterium phage cd2]	 score  :177.0	 e_val  :1.54696e-11	 q_start  :25106	 q_end  :25681	 s_start  :32	 s_end  :239	 align_len  :209
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|105437 YP_010676475.1 |putative terminase large subunit [Carnobacterium phage cd4]	 score  :168.0	 e_val  :1.92629e-11	 q_start  :25787	 q_end  :26176	 s_start  :7	 s_end  :136	 align_len  :133
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|105327 YP_010676365.1 |putative terminase large subunit [Carnobacterium phage cd2]	 score  :168.0	 e_val  :1.92629e-11	 q_start  :25787	 q_end  :26176	 s_start  :7	 s_end  :136	 align_len  :133
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|67520 YP_010686165.1 |terminase large subunit [Klebsiella phage VLCpiS13c]	 score  :181.0	 e_val  :2.51932e-11	 q_start  :25118	 q_end  :26191	 s_start  :83	 s_end  :469	 align_len  :397
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|649466 YP_001742039.1 |PBSX family terminase large subunit [Salmonella phage Vi II-E1]	 score  :179.0	 e_val  :4.14135e-11	 q_start  :25100	 q_end  :26191	 s_start  :78	 s_end  :467	 align_len  :401
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|595819 YP_007003660.1 |HNH endonuclease [Riemerella phage RAP44]	 score  :158.0	 e_val  :7.56815e-11	 q_start  :23951	 q_end  :24217	 s_start  :1	 s_end  :91	 align_len  :92
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|604074 YP_006560353.1 |peptidase M15 [Nonlabens phage P12024S]	 score  :161.0	 e_val  :9.10267e-11	 q_start  :16448	 q_end  :16702	 s_start  :1	 s_end  :77	 align_len  :86
20082D-11-01_S0_L001_megahit_output_virsorter_k141_1072199||full_len:29135	gnl|BL_ORD_ID|569338 WP_016049989.1 |DUF882 domain-containing protein [Nonlabens phage P12024S]	 score  :161.0	 e_val  :9.10267e-11	 q_start  :16448	 q_end  :16702	 s_start  :1	 s_end  :77	 align_len  :86
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|824 YP_010845116.1 |recombinase [Vibrio phage vB_VpaM_VPs20]	 score  :1882.0	 e_val  :0.0	 q_start  :23789	 q_end  :25636	 s_start  :18	 s_end  :631	 align_len  :617
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|382771 YP_009507461.1 |ribonucleoside-triphosphate reductase [Heterosigma akashiwo virus 01]	 score  :1426.0	 e_val  :1.63548e-172	 q_start  :23789	 q_end  :25639	 s_start  :3	 s_end  :642	 align_len  :644
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110447 YP_010509836.1 |terminase large subunit [uncultured phage cr19_1]	 score  :1159.0	 e_val  :2.23427e-136	 q_start  :35811	 q_end  :37718	 s_start  :8	 s_end  :639	 align_len  :647
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151419 YP_010113008.1 |terminase large subunit [uncultured phage cr115_1]	 score  :1157.0	 e_val  :4.40994e-136	 q_start  :35811	 q_end  :37718	 s_start  :8	 s_end  :639	 align_len  :650
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151353 YP_010112942.1 |terminase large subunit [uncultured phage cr114_1]	 score  :1153.0	 e_val  :1.41846e-135	 q_start  :35820	 q_end  :37718	 s_start  :11	 s_end  :639	 align_len  :648
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|111001 YP_010510390.1 |terminase large subunit [uncultured phage cr23_1]	 score  :1147.0	 e_val  :1.0197e-134	 q_start  :35817	 q_end  :37718	 s_start  :10	 s_end  :639	 align_len  :644
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151624 YP_010113213.1 |terminase large subunit [uncultured phage cr125_1]	 score  :1144.0	 e_val  :2.58117e-134	 q_start  :35820	 q_end  :37718	 s_start  :11	 s_end  :639	 align_len  :648
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110588 YP_010509977.1 |terminase large subunit [uncultured phage cr82_1]	 score  :1126.0	 e_val  :6.93452e-132	 q_start  :35817	 q_end  :37718	 s_start  :10	 s_end  :644	 align_len  :652
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|115821 YP_010358671.1 |terminase large subunit [uncultured phage cr30_1]	 score  :1113.0	 e_val  :3.36059e-130	 q_start  :35817	 q_end  :37718	 s_start  :10	 s_end  :644	 align_len  :654
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|148565 YP_010110154.1 |terminase large subunit [uncultured phage cr50_1]	 score  :1111.0	 e_val  :6.8212e-130	 q_start  :35817	 q_end  :37718	 s_start  :10	 s_end  :644	 align_len  :654
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|658622 YP_001427319.1 |hypothetical protein ATCV1_Z838L [Acanthocystis turfacea chlorella virus 1]	 score  :1095.0	 e_val  :1.6142e-128	 q_start  :23789	 q_end  :25594	 s_start  :12	 s_end  :627	 align_len  :631
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110884 YP_010510273.1 |terminase large subunit [uncultured phage cr35_1]	 score  :1098.0	 e_val  :4.16485e-128	 q_start  :35817	 q_end  :37712	 s_start  :10	 s_end  :642	 align_len  :647
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110260 YP_010509649.1 |terminase large subunit [uncultured phage cr12_1]	 score  :1096.0	 e_val  :6.28348e-128	 q_start  :35817	 q_end  :37712	 s_start  :10	 s_end  :642	 align_len  :647
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150568 YP_010112157.1 |terminase large subunit [uncultured phage cr52_1]	 score  :1094.0	 e_val  :1.1674e-127	 q_start  :35817	 q_end  :37718	 s_start  :11	 s_end  :645	 align_len  :652
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151059 YP_010112648.1 |terminase large subunit [uncultured phage cr6_1]	 score  :1091.0	 e_val  :3.22406e-127	 q_start  :35817	 q_end  :37712	 s_start  :10	 s_end  :642	 align_len  :647
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149280 YP_010110869.1 |terminase large subunit [uncultured phage cr10_1]	 score  :1088.0	 e_val  :9.55327e-127	 q_start  :35817	 q_end  :37712	 s_start  :10	 s_end  :644	 align_len  :652
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151623 YP_010113212.1 |portal protein [uncultured phage cr125_1]	 score  :1099.0	 e_val  :1.82931e-126	 q_start  :37867	 q_end  :40164	 s_start  :1	 s_end  :752	 align_len  :789
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151354 YP_010112943.1 |portal protein [uncultured phage cr114_1]	 score  :1094.0	 e_val  :8.28721e-126	 q_start  :37867	 q_end  :39939	 s_start  :1	 s_end  :670	 align_len  :707
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150873 YP_010112462.1 |terminase large subunit [uncultured phage cr109_1]	 score  :1063.0	 e_val  :3.50295e-124	 q_start  :35928	 q_end  :37718	 s_start  :3	 s_end  :600	 align_len  :615
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110446 YP_010509835.1 |portal protein [uncultured phage cr19_1]	 score  :1082.0	 e_val  :3.599e-124	 q_start  :37867	 q_end  :40332	 s_start  :1	 s_end  :814	 align_len  :866
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110802 YP_010510191.1 |terminase large subunit [uncultured phage cr16_1]	 score  :1061.0	 e_val  :6.71723e-124	 q_start  :35928	 q_end  :37712	 s_start  :3	 s_end  :598	 align_len  :613
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151286 YP_010112875.1 |terminase large subunit [uncultured phage cr113_1]	 score  :1059.0	 e_val  :1.31296e-123	 q_start  :35928	 q_end  :37718	 s_start  :3	 s_end  :600	 align_len  :615
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116503 YP_010359353.1 |terminase large subunit [uncultured phage cr77_1]	 score  :1063.0	 e_val  :1.4659e-123	 q_start  :35817	 q_end  :37712	 s_start  :10	 s_end  :638	 align_len  :643
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110358 YP_010509747.1 |portal protein [uncultured phage cr105_1]	 score  :1077.0	 e_val  :1.52727e-123	 q_start  :37882	 q_end  :40344	 s_start  :4	 s_end  :835	 align_len  :874
